OBJECTID,HSISID,SCORE,DATE_,DESCRIPTION,TYPE,INSPECTOR,PERMITID,NAME,RESTAURANTOPENDATE,CITY,FACILITYTYPE
25106053,04092110092,97,2021-11-04T04:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources
NO PIC Signature due to covid 19 pandemic.",Inspection,Laura McNeill,9436,West Lake Middle Sch. Cafeteria,1992/07/01 04:00:00+00,APEX,Public School Lunchrooms
25106647,04092020612,98,2021-11-04T04:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources
No PIC signature due to COVID-10 precautions.",Inspection,Ursula Gadomski,8262,Harris Teeter #26 Deli,1994/05/24 04:00:00+00,RALEIGH,Food Stand
25107114,04092011781,100,2021-11-04T04:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources
*Information sent to info@zestcafehomeart.com regarding the adoption of the FDA 2017 Food Code that went into effect on October 1, 2021. *No recipient signature due to COVID-19 precautions.",Inspection,Cristofer LeClair,8012,"Zest, Inc",1995/11/30 05:00:00+00,RALEIGH,Restaurant
25107212,04092020713,100,2021-11-04T04:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources

No violations observed",Inspection,Sarah Thompson,8618,Harris Teeter #257 Produce,1996/02/16 05:00:00+00,CARY,Food Stand
25110558,04092021009,99,2021-11-04T04:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources
*Information sent to s1482am@delhaize.com regarding the adoption of the FDA 2017 Food Code that went into effect on October 1, 2021. *No recipient signature due to COVID-19 precautions.",Inspection,Cristofer LeClair,10861,Food Lion #1482 Meat Market,2000/07/01 04:00:00+00,RALEIGH,Food Stand
25111902,04092021091,99,2021-11-04T04:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources  No PIC signature due to COVID-19 precautions.",Inspection,Samatha Sparano,9955,BJ's Warehouse Club #123 (Foodstand - MM Area),2001/09/07 04:00:00+00,RALEIGH,Food Stand
25112798,04092440214,94.5,2021-11-04T04:00:00Z,The floor tile at the entrance to the first shower stall in girls locker room #G002 is uneven and creates a possible trip hazard. This section of floor tile should be marked or painted to indicate that the floor is uneven. (Area of safety concern that should be addressed.),Inspection,Jason Dunn,5027,NA,NA,NA,NA
25113362,04092013705,95.5,2021-11-04T04:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources

No signature required due to COVID-19 precautions",Inspection,Jamie Phelps,11201,UDUPI Cafe,2002/10/29 04:00:00+00,CARY,Restaurant
25114974,04092013910,98,2021-11-04T04:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources",Inspection,John Wulffert,13091,Devils Ridge Golf Club,2003/10/10 04:00:00+00,HOLLY SPRINGS,Restaurant
25118396,04092014455,96,2021-11-04T04:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources.   No PIC signature due to COVID-19 precautions.",Inspection,Samatha Sparano,11931,Pei Wei Asian Diner #108,2005/12/01 05:00:00+00,RALEIGH,Restaurant
25119333,04092017754,90.5,2021-11-04T04:00:00Z,"***Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources***",Inspection,Nikia Lawrence,23126,Red Bowl Asian Bistro,2017/12/14 05:00:00+00,RALEIGH,Restaurant
25119388,04092017276,95,2021-11-04T04:00:00Z,NA,Re-Inspection,Karla Crowder,15132,TASTE VIETNAMESE CUISINE,2016/08/04 04:00:00+00,MORRISVILLE,Restaurant
25119402,04092018341,97.5,2021-11-04T04:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources

*Inspector Info: Patricia Sabby/Patricia.Sabby@wakegov.com/919-796-8053*",Inspection,Patricia Sabby,13690,Rise Biscuits & Donuts,2020/04/07 04:00:00+00,RALEIGH,Restaurant
25119430,04092015649,98,2021-11-04T04:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources   ** No signature Required due to COVID 19 Precautions**",Inspection,Kendra Wiggins,13990,CAPITAL CLUB 16 RESTAURANT & BAR,2010/06/10 04:00:00+00,RALEIGH,Restaurant
25120199,04092030543,95,2021-11-04T04:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources
No PIC signature today due to COVID-19 precautions. Inspection report is emailed to PIC.
VR-VERIFICATION REQUIRED. Obtain a digital food probe thermometer by November 12, 2021 to keep at the food truck, and text a picture of the thermometer to show correction to your REHS Joanne Rutkofske at 919-623-0459.

Follow-Up: 11/12/2021",Inspection,Joanne Rutkofske,23171,El Sombrero Azul (WCID #834),2021/06/01 04:00:00+00,RALEIGH,Mobile Food Units
25121637,04092016121,94.5,2021-11-04T04:00:00Z,NA,Inspection,Angela Myers,7345,Panera Bread #1642,2012/03/28 04:00:00+00,CARY,Restaurant
25123253,04092016710,96,2021-11-04T04:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources

*Inspector Info: Patricia Sabby/Patricia.Sabby@wakegov.com/919-796-8053*",Inspection,Patricia Sabby,8978,Waffle House #2052,2014/07/03 04:00:00+00,RALEIGH,Restaurant
25123404,04092030404,98,2021-11-04T04:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources
No PIC signature today due to COVID-19 precautions. Inspection report is emailed to PIC.",Inspection,Joanne Rutkofske,8334,Tacos El Coco Loco (WCID #694),2019/03/27 04:00:00+00,CARY,Mobile Food Units
25123831,04092030407,98,2021-11-04T04:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources",Inspection,Jason Dunn,20561,Oak City Fish and Chips #1 (WCID #697),2019/03/28 04:00:00+00,RALEIGH,Mobile Food Units
25124102,04092160068,97.5,2021-11-04T04:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources

*Inspector Info: Patricia Sabby/Patricia.Sabby@wakegov.com/919-796-8053*",Inspection,Patricia Sabby,16261,FALLS RIVER COURT (FOOD SERVICE),2009/01/29 05:00:00+00,RALEIGH,Institutional Food Service
25124833,04092110466,99,2021-11-04T04:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources.
*Melodee Wallace Johnson - melodee.johnson@wakegov.com- 919.609.1783*",Inspection,Melodee Johnson,22329,North Forest Pines Elem. Caf.,2007/07/10 04:00:00+00,RALEIGH,Public School Lunchrooms
25126986,04092014887,96,2021-11-04T04:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources
*Melodee Wallace Johnson - melodee.johnson@wakegov.com - 919.609.1783*",Inspection,Melodee Johnson,22802,Red Robin #573,2007/06/15 04:00:00+00,WAKE FOREST,Restaurant
25129326,04092030358,95.5,2021-11-04T04:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources----------- PIC cannot sign due to COVID-19 concerns. EHS will return November 14th to verify thermometer, please contact me if obtained earlier.
Follow-Up: 11/14/2021",Inspection,Nicole Millard,10154,El Sazon de mi Tierra #1 (WCID #620),2018/04/13 04:00:00+00,RALEIGH,Mobile Food Units
25129460,04092110515,99.5,2021-11-04T04:00:00Z,No signature of recipient due to COVID-19 pandemic.,Inspection,Christy Klaus,16298,BRYAN ROAD ELEMENTARY SCHOOL CAFETERIA,2017/03/21 04:00:00+00,GARNER,Public School Lunchrooms
25130999,04092018520,100,2021-11-04T04:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources

No recipient signature required due to covid restrictions.",Inspection,John Wulffert,19584,Shearon Harris Cafe,2021/01/27 05:00:00+00,NEW HILL,Restaurant
25131027,04092018691,99,2021-11-04T04:00:00Z,"***Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources***",Inspection,Nikia Lawrence,19401,Home 2 Suites Raleigh North Food Service,2021/08/08 04:00:00+00,RALEIGH,Restaurant
25131499,04092025347,93.5,2021-11-04T04:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources
Follow-Up: 11/10/2021",Inspection,Daryl Beasley,18707,Stop & Quick,2021/03/18 04:00:00+00,RALEIGH,Food Stand
25132323,04092110462,99,2021-11-04T04:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources

No signature due to COVID",Inspection,Naterra McQueen,18434,East Garner Elementary Lunchroom,2007/04/18 04:00:00+00,GARNER,Public School Lunchrooms
25132631,04092018358,95.5,2021-11-04T04:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources
Report e-mailed to PIC: tscafenc21@gmail.com
Inspector info: Dipatrimarki Farkas; dipatrimarki.farkas@wakegov.com; (919) 210-8155",Inspection,Dipatrimarki Farkas,21359,Tropical Smoothie Cafe,2020/04/29 04:00:00+00,RALEIGH,Restaurant
25132855,04092018223,95.5,2021-11-04T04:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources
Report e-mailed to PIC
Inspector info: Dipatrimarki Farkas; dipatrimarki.farkas@wakegov.com; (919) 210-8155",Inspection,Dipatrimarki Farkas,17067,Jumbo China,2019/11/07 05:00:00+00,RALEIGH,Restaurant
25134468,04092015735,96,2021-11-04T04:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources   **No signature Required due to COVID 19 Precautions**",Inspection,Kendra Wiggins,19499,SUSHI O,2010/09/27 04:00:00+00,RALEIGH,Restaurant
25135844,04092015871,95.5,2021-11-04T04:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources
*Information sent to janice_ylj@hotmail.com regarding the adoption of the FDA 2017 Food Code that went into effect on October 1, 2021. *No recipient signature due to COVID-19 precautions.
*Verification visit will be made on Nov. 10, 2021 to verify proper datemarking.
Follow-Up: 11/10/2021",Inspection,Cristofer LeClair,16758,IMPERIAL GARDEN CHINESE RESTAURANT,2011/01/27 05:00:00+00,RALEIGH,Restaurant
25136067,04092018668,99,2021-11-04T04:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources.

*Melodee Wallace Johnson - melodee.johnson@wakegov.com - 919.609.1783*",Inspection,Melodee Johnson,20129,Mario's Pizzeria,2021/07/01 04:00:00+00,WAKE FOREST,Restaurant
25137304,04092021505,100,2021-11-04T04:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources

No PIC signature due to COVID-19 precautions.",Inspection,Ursula Gadomski,12564,Harris Teeter #26 Meat/Seafood,2008/01/25 05:00:00+00,RALEIGH,Food Stand
25137354,04092030529,96.5,2021-11-04T04:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources-----------PIC cannot sign due to COVID-19 concerns",Inspection,Nicole Millard,12565,Gatsby's Kitchen (WCID #720),2021/03/17 04:00:00+00,RALEIGH,Mobile Food Units
25137484,04092030548,98.5,2021-11-04T04:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources
No PIC signature today due to COVID-19 precautions. Inspection report is emailed to PIC.",Inspection,Joanne Rutkofske,20179,Not Just A Fry Guy (WCID# 842),2021/08/20 04:00:00+00,WAKE FOREST,Mobile Food Units
25137608,04092030552,97,2021-11-04T04:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources
No PIC signature today due to COVID-19 precautions. Inspection report is emailed to PIC.",Inspection,Joanne Rutkofske,12842,Crumbstruction Food Trailer (WCID# 673),2021/08/26 04:00:00+00,RALEIGH,Mobile Food Units
25091140,04092017538,100,2021-11-05T04:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources

No signature required due to COVID-19 precautions.",Inspection,Jamie Phelps,402,PIZZERIA FAULISI,2017/02/21 05:00:00+00,CARY,Restaurant
25092375,04092030438,94.5,2021-11-05T04:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources-----------PIC cannot sign due to COVID-19 concerns",Inspection,Nicole Millard,754,Jerk Man Island Cuisine (WCID #732),2019/08/21 04:00:00+00,RALEIGH,Mobile Food Units
25093928,04092014956,98.5,2021-11-05T04:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources
*Information sent to gm1206@boddienoell.com regarding the adoption of the FDA 2017 Food Code that went into effect on October 1, 2021. *No recipient signature due to COVID-19 precautions.",Inspection,Cristofer LeClair,851,Hardee's #1206,2007/09/14 04:00:00+00,RALEIGH,Restaurant
25094624,04092014558,100,2021-11-05T04:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources
Report e-mailed to PIC
Inspector info: Dipatrimarki Farkas; dipatrimarki.farkas@wakegov.com; (919) 210-8155
Observed one soiled gasket and a shelf but facility was in the middle of a deep clean for all equipment.",Inspection,Dipatrimarki Farkas,1138,KFC #J120095,2006/04/24 04:00:00+00,RALEIGH,Restaurant
25094626,04092018401,99,2021-11-05T04:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources. No signature required due to COVID-19.",Inspection,Elizabeth Jackson,1132,Starbucks #55618,2020/07/09 04:00:00+00,APEX,Restaurant
25096404,04092110479,97.5,2021-11-05T04:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources",Inspection,Lucy Schrum,2001,LAKE MYRA ELEMENTARY CAFETERIA,2009/04/24 04:00:00+00,WENDELL,Public School Lunchrooms
25099803,04092017444,96,2021-11-05T04:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources

*Melodee Wallace Johnson - melodee.johnson@wakegov.com - 919.609.1783*",Inspection,Melodee Johnson,3908,SAN JOSE MEX & TEQUILA BAR,2016/10/20 04:00:00+00,RALEIGH,Restaurant
25101958,04092011977,98,2021-11-05T04:00:00Z,NA,Inspection,Angela Myers,7525,Honeybaked Ham Company,1996/11/22 05:00:00+00,CARY,Restaurant
25105082,04092110057,99.5,2021-11-05T04:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources
*Inspector Info: Patricia Sabby/Patricia.Sabby@wakegov.com/919-796-8053*",Inspection,Patricia Sabby,9001,Millbrook Sr. High Cafeteria,1991/09/17 04:00:00+00,RALEIGH,Public School Lunchrooms
25109232,04092110124,97,2021-11-05T04:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources
NO PIC due to covid pandemic",Inspection,Laura McNeill,11055,Middle Creek Elem. Sch. Cafeteria,2000/08/23 04:00:00+00,APEX,Public School Lunchrooms
25109985,04092018161,98.5,2021-11-05T04:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources

No PIC signature due to COVID-19 precautions",Inspection,Ursula Gadomski,8390,DUNKIN' #348561,2019/08/27 04:00:00+00,RALEIGH,Restaurant
25110498,04092021013,98,2021-11-05T04:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources. No signature required due to COVID-19.",Inspection,Elizabeth Jackson,22455,Food Lion #624 Deli,2000/07/01 04:00:00+00,CARY,Food Stand
25112153,04092013481,98.5,2021-11-05T04:00:00Z,"***Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources***",Inspection,Nikia Lawrence,10644,McDonald's #26522,2001/12/20 05:00:00+00,RALEIGH,Restaurant
25112990,04092021134,99.5,2021-11-05T04:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources

*Melodee Wallace Johnson - melodee.johnson@wakegov.com - 919.609.1783*",Inspection,Melodee Johnson,11458,Lowes Foods #187 Produce,2002/08/09 04:00:00+00,WAKE FOREST,Food Stand
25116712,04092440253,95,2021-11-05T04:00:00Z,Tighten loose fastener bolts on support beam of playground structure monkey bars. Priority repair item due to possible safety concerns.,Inspection,Jason Dunn,5851,NA,NA,NA,NA
25119079,04092030516,99.5,2021-11-05T04:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources---------PIC cannot sign due to COVID-19 concerns.",Inspection,Nicole Millard,15461,Nice Nuff Jamaican Cuisine (WCID #806),2021/01/21 05:00:00+00,RALEIGH,Mobile Food Units
25119912,04092030531,97,2021-11-05T04:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources----------PIC cannot sign due to COVID-19 concerns
Follow-Up: 11/15/2021",Inspection,Nicole Millard,23167,Fatboy's Burgers & Dogs (WCID #819),2021/03/18 04:00:00+00,RALEIGH,Mobile Food Units
25121758,04092017212,98.5,2021-11-05T04:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources

No signature due to COVID",Inspection,Naterra McQueen,13877,SUBWAY #1119,2016/04/29 04:00:00+00,GARNER,Restaurant
25123986,04092016599,97,2021-11-05T04:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources

No signature due to COVID",Inspection,Naterra McQueen,15768,SMITHFIELD'S CHICKEN N BAR-B-QUE,2014/01/03 05:00:00+00,GARNER,Restaurant
25125082,04092015611,98.5,2021-11-05T04:00:00Z,NA,Inspection,Angela Myers,14657,WAFFLE HOUSE #351,2010/04/28 04:00:00+00,CARY,Restaurant
25125850,04092030449,98.5,2021-11-05T04:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources",Inspection,Jason Dunn,22782,Crazy Guys Grill (WCID #634),2019/11/06 05:00:00+00,KNIGHTDALE,Mobile Food Units
25128396,04092015864,98,2021-11-05T04:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources
*Inspector Info: Patricia Sabby/Patricia.Sabby@wakegov.com/919-796-8053*
*Inspector Info: Patricia Sabby/Patricia.Sabby@wakegov.com/919-796-8053*",Inspection,Patricia Sabby,19324,VINOS FINOS Y PICADAS,2011/01/03 05:00:00+00,RALEIGH,Restaurant
25131704,04092021924,97.5,2021-11-05T04:00:00Z,"Effective October 1, 2021, the North Carolina Food Code Manual was updated based on adoption of the 2017 FDA Food Code, in accordance with the 15A NCAC 18A .2600 Rules. Please find the current North Carolina Food Code Manual at the following URL: https://www.wakegov.com/departments-government/environmental-health-safety/rules-and-resources. No signature required due to COVID-19.",Inspection,Elizabeth Jackson,18945,FOOD LION #624 PRODUCE,2015/12/09 05:00:00+00,CARY,Food Stand
